loss,accuracy,val_loss,val_accuracy
3.7701478004455566,0.2293333262205124,3.6020665168762207,0.167327418923378
2.9522597789764404,0.44183334708213806,1.5619229078292847,0.5721781849861145
2.6893980503082275,0.5433333516120911,1.4878244400024414,0.5874533653259277
2.527951717376709,0.5999166369438171,1.3356117010116577,0.6260494589805603
2.4095358848571777,0.6448333263397217,1.3139325380325317,0.630247175693512
2.316365957260132,0.6745833158493042,1.1436227560043335,0.6760727763175964
2.2413787841796875,0.7145000100135803,1.3382524251937866,0.6426072716712952
2.151841402053833,0.7446666955947876,1.2542569637298584,0.6494869589805603
2.097990036010742,0.7632499933242798,1.2792857885360718,0.6449393630027771
2.0647339820861816,0.7739166617393494,1.127608060836792,0.6879664063453674
2.0370941162109375,0.7840833067893982,1.1499096155166626,0.6883162260055542
1.959417700767517,0.8065833449363708,1.2301981449127197,0.6791045069694519
1.9570273160934448,0.8047500252723694,1.2431899309158325,0.6649953126907349
1.9295316934585571,0.8138333559036255,1.2248814105987549,0.6760727763175964
1.8784985542297363,0.8316666483879089,1.2497268915176392,0.6714085936546326
1.8846681118011475,0.8295833468437195,1.2169008255004883,0.6831856369972229
1.8580913543701172,0.8320000171661377,1.2100671529769897,0.6885494589805603
1.8260456323623657,0.8352500200271606,1.174019455909729,0.683768630027771
1.8187800645828247,0.8370000123977661,1.2611370086669922,0.6731576323509216
1.800827980041504,0.8507500290870667,1.3154752254486084,0.6667444109916687
1.778947114944458,0.8475000262260437,1.3633630275726318,0.6570662260055542
1.7485747337341309,0.8619999885559082,1.357651710510254,0.6596315503120422
1.7626030445098877,0.8500000238418579,1.2493809461593628,0.6872667670249939
1.7324997186660767,0.856416642665863,1.3686861991882324,0.6586986780166626
1.7304749488830566,0.8583333492279053,1.258395791053772,0.6878498196601868
1.7069685459136963,0.8650000095367432,1.2908161878585815,0.6789878606796265
1.699738621711731,0.8690000176429749,1.3431202173233032,0.6728078126907349
1.7040071487426758,0.8604999780654907,1.2929015159606934,0.6721082329750061
1.6690400838851929,0.878000020980835,1.2847179174423218,0.6885494589805603
1.6874134540557861,0.8646666407585144,1.2856876850128174,0.6810867786407471
1.6793324947357178,0.8694999814033508,1.414455771446228,0.6486707329750061
1.6351853609085083,0.8767499923706055,1.323765516281128,0.67479008436203
1.6487452983856201,0.8775833249092102,1.334023118019104,0.6683768630027771
1.6284819841384888,0.8734999895095825,1.2845536470413208,0.6788712739944458
1.64128839969635,0.8690833449363708,1.3498010635375977,0.6735074520111084
1.6386096477508545,0.8687499761581421,1.321396827697754,0.6766557693481445
1.6480932235717773,0.8694999814033508,1.276424765586853,0.68458491563797
1.6107702255249023,0.874750018119812,1.3645315170288086,0.6658115386962891
1.6100401878356934,0.8729166388511658,1.3162323236465454,0.6829524040222168
1.6041481494903564,0.8799999952316284,1.4785797595977783,0.6403917670249939
