loss,accuracy,val_loss,val_accuracy
3.8599092960357666,0.20675000548362732,3.0504801273345947,0.2505830228328705
3.008613348007202,0.4155833423137665,1.418060064315796,0.6022621393203735
2.7143239974975586,0.5041666626930237,1.2903401851654053,0.6364272236824036
2.5649099349975586,0.5459166765213013,1.2674949169158936,0.6433069109916687
2.4088997840881348,0.6007500290870667,1.3925145864486694,0.62208491563797
2.306178331375122,0.6348333358764648,1.2264927625656128,0.6675606369972229
2.2064292430877686,0.6656666398048401,1.2042760848999023,0.6656949520111084
2.153507709503174,0.6829166412353516,1.150363564491272,0.688666045665741
2.0691442489624023,0.7020000219345093,1.1365987062454224,0.6879664063453674
2.0090267658233643,0.7263333201408386,1.1383882761001587,0.6984608173370361
1.9781867265701294,0.7349166870117188,1.2327855825424194,0.6721082329750061
1.934089183807373,0.7489166855812073,1.2269370555877686,0.6799207329750061
1.8905279636383057,0.7639999985694885,1.154482126235962,0.6970615386962891
1.8238962888717651,0.7803333401679993,1.1683037281036377,0.6967117786407471
1.810519814491272,0.7754999995231628,1.1904585361480713,0.6909981369972229
1.8022050857543945,0.7788333296775818,1.2676984071731567,0.6856343150138855
1.7644518613815308,0.7887499928474426,1.262637972831726,0.6883162260055542
1.7089632749557495,0.8042500019073486,1.4700396060943604,0.6498367786407471
1.699617624282837,0.8022500276565552,1.2691916227340698,0.6820195913314819
1.6806572675704956,0.8035833239555359,1.2878872156143188,0.6777052283287048
1.6540603637695312,0.8149166703224182,1.2958489656448364,0.690065324306488
1.6387676000595093,0.8161666393280029,1.3581498861312866,0.6683768630027771
1.6156246662139893,0.8190000057220459,1.2913745641708374,0.6884328126907349
1.5924410820007324,0.828000009059906,1.2903196811676025,0.6961287260055542
1.5877453088760376,0.8207499980926514,1.476568579673767,0.6540344953536987
1.5751292705535889,0.8210833072662354,1.3188031911849976,0.6920475959777832
1.5689090490341187,0.8202499747276306,1.263688564300537,0.6974113583564758
1.558882474899292,0.8261666893959045,1.7243221998214722,0.6021454930305481
1.5291328430175781,0.8354166746139526,1.5440058708190918,0.653684675693512
1.5139468908309937,0.8331666588783264,1.4525679349899292,0.6660447716712952
1.5077382326126099,0.8350833058357239,1.392930269241333,0.6806203126907349
1.5000417232513428,0.8322499990463257,1.5986219644546509,0.6360774040222168
1.4746838808059692,0.8360833525657654,1.5069255828857422,0.647271454334259
1.4588403701782227,0.8394166827201843,1.5665074586868286,0.639458954334259
1.4461709260940552,0.8412500023841858,1.3982577323913574,0.692747175693512
1.4454424381256104,0.8451666831970215,1.7077821493148804,0.625
1.4313069581985474,0.8385833501815796,1.5945807695388794,0.6421408653259277
1.4368561506271362,0.8424166440963745,1.438632607460022,0.6723414063453674
1.4104171991348267,0.846750020980835,1.3521524667739868,0.691581130027771
1.39659583568573,0.8450833559036255,1.6326268911361694,0.6367770433425903
