loss,accuracy,val_loss,val_accuracy
2.8114147186279297,0.31691667437553406,3.0887856483459473,0.25629663467407227
1.3919819593429565,0.6036666631698608,1.417425274848938,0.5987640023231506
0.9044038653373718,0.737333357334137,1.3573012351989746,0.6211520433425903
0.6302765011787415,0.8135833144187927,1.2902551889419556,0.6477378606796265
0.4212217926979065,0.8805833458900452,1.3720356225967407,0.6333954930305481
0.29496344923973083,0.9228333234786987,1.285951018333435,0.6770055890083313
0.24841338396072388,0.9386666417121887,1.245347023010254,0.6890158653259277
0.16985350847244263,0.9633333086967468,1.1974856853485107,0.6958954930305481
0.11185892671346664,0.981333315372467,1.072593331336975,0.7319263219833374
0.087941475212574,0.9869999885559082,1.1043111085891724,0.733208954334259
0.07285791635513306,0.9905833601951599,1.1754493713378906,0.7215484976768494
0.059671685099601746,0.9947500228881836,1.1828794479370117,0.7235307693481445
0.05574283003807068,0.9946666955947876,1.1393795013427734,0.7323927283287048
0.04989927262067795,0.9961666464805603,1.174072265625,0.730643630027771
0.04700983688235283,0.9964166879653931,1.124894380569458,0.7347248196601868
0.04178266227245331,0.9975833296775818,1.1422792673110962,0.7358908653259277
0.038658760488033295,0.9986666440963745,1.1499855518341064,0.738106369972229
0.03822393715381622,0.9984166622161865,1.283815860748291,0.7128031849861145
0.04991648718714714,0.9957500100135803,1.1973298788070679,0.7328591346740723
0.04226302728056908,0.9975833296775818,1.1939642429351807,0.7346082329750061
